source,target,letters,source_gender,target_gender
"Laurens, Henry","Adams, John",16,M,M
"Lacey, John Jr.","Washington, George",16,M,M
"Washington, George","White, Alexander",16,M,M
"Hamilton, Alexander","Steuben, Baron von",16,M,M
"Washington, George","Clark, Thomas",16,M,M
"Tucker, Samuel","Adams, John",16,M,M
"Lamb, John","Washington, George",16,M,M
"Washington, George","Mitchell, John",16,M,M
"Marshall, Thomas","Washington, George",16,M,M
"Jefferson, Thomas","et al.,",16,M,M
"Stirling, Major General","Washington, George",16,M,M
"Lee, Thomas Sim","Jefferson, Thomas",16,M,M
"Franklin, Benjamin","Huntington, Samuel",16,M,M
"Moylan, John","Washington, George",16,M,M
"Jefferson, Thomas","Maxwell, James",16,M,M
"Hamilton, Alexander","Varick, Richard",16,M,M
"Destouches, Charles-René-Dominique Sochet","Washington, George",16,M,M
"Tilghman, Tench","Pickering, Timothy",16,M,M
"Grand, Henry","Adams, John",16,M,M
"Smith, Abigail Amelia Adams","Adams, John Quincy",16,F,M
"Virginia Delegates,","Nelson, Thomas",16,M,M
"Madison, James","Madison, James",16,M,M
"Washington, George","Powel, Elizabeth Willing",16,M,F
"Vaudreuil, Louis-Philippe de Rigaud marquis de","Washington, George",16,M,M
"Jefferson, Thomas","Maury, James",16,M,M
"Mifflin, Thomas","Hamilton, Alexander",16,M,M
"Moultrie, William","Washington, George",16,M,M
"Dickinson, John","Jefferson, Thomas",16,M,M
"Mercer, John Francis","Washington, George",16,M,M
"Grayson, William","Madison, James",16,M,M
"Washington, George","Smith, Thomas",16,M,M
"Jefferson, Thomas","Vergennes, Charles Gravier comte de",16,M,M
"Adams, Abigail Smith","Smith, William Stephens",16,F,M
"Jefferson, Thomas","Grand, Ferdinand",16,M,M
"Adams, John","King, Rufus",16,M,M
"Barclay, Thomas","American Commissioners,",16,M,M
"Vernes, Jacob","Jefferson, Thomas",16,M,M
"Willink & Van Staphorst,","Jefferson, Thomas",16,M,M
"United States Senate,","Adams, John",16,M,M
"Griffin, Cyrus","Madison, James",16,M,M
"Grand & Cie.,","Jefferson, Thomas",16,M,M
"Adams, Abigail Smith","Cranch, William",16,F,M
"Jefferson, Thomas","Mason, John",16,M,M
"Belknap, Jeremy","Adams, John",16,M,M
"Madison, James","Nicholas, Wilson Cary",16,M,M
"Huntington, Jedediah","Hamilton, Alexander",16,M,M
"Higginson, Stephen","Hamilton, Alexander",16,M,M
"Adams, John","Cranch, William",16,M,M
"Hamilton, Alexander","President and Directors of the Bank of New York,",16,M,NA
"Jefferson, Thomas","Ellicott, Andrew",16,M,M
"Leiper, Thomas","Madison, James",16,M,M
"Commissioners of the Federal District,","Jefferson, Thomas",16,NA,M
"Remsen, Henry","Jefferson, Thomas",16,M,M
"Steele, John","Jefferson, Thomas",16,M,M
"Murray, William Vans","Washington, George",16,M,M
"Jefferson, Thomas","Breckinridge, John",16,M,M
"Moylan, Stephen","Madison, James",16,M,M
"Custis, George Washington Parke","Washington, George",16,M,M
"Madison, Bishop James","Jefferson, Thomas",16,M,M
"Dexter, Samuel","Adams, John",16,M,M
"Hamilton, Alexander","Stoddert, Benjamin",16,M,M
"Hamilton, Alexander","Moore, Thomas Lloyd",16,M,M
"Hamilton, Alexander","Hall, Josias Carvel",16,M,M
"Buell, John H.","Hamilton, Alexander",16,M,M
"Lloyd, James","Adams, John",16,M,M
"Jefferson, Thomas","Briggs, Isaac",16,M,M
"Morton, John","Madison, James",16,M,M
"Madison, James","Jackson, John G.",16,M,M
"Tucker, St. George","Madison, James",16,M,M
"Brent, Robert","Jefferson, Thomas",16,M,M
"Pulis, Joseph","Madison, James",16,M,M
"Harrison, William Henry","Jefferson, Thomas",16,M,M
"Madison, James","Smith, Robert",16,M,M
"Madison, James","Livingston, Edward",16,M,M
"Madison, James","Dearborn, Henry",16,M,M
"Madison, James","Bowdoin, James",16,M,M
"Kuhn, Peter Jr.","Madison, James",16,M,M
"Rose, Joseph Warner","Madison, James",16,M,M
"St. Mary’s Seminary,","Madison, James",16,M,M
"Jefferson, Thomas","Chisholm, Hugh",16,M,M
"Christie, Gabriel","Jefferson, Thomas",16,M,M
"Goldsborough, Charles W.","Madison, James",16,M,M
"Ringgold, Tench","Madison, James",16,M,M
"Wirt, William","Madison, James",16,M,M
"Du Pont de Nemours, Pierre Samuel","Madison, James",16,M,M
"Cooper, Thomas","Madison, James",16,M,M
"Spafford, Horatio Gates","Madison, James",16,M,M
"Clay, Charles","Jefferson, Thomas",16,M,M
"Walsh, Robert","Jefferson, Thomas",16,M,M
"Jefferson, Thomas","Rush, Richard",16,M,M
"Madison, James","Crawford, William Harris",16,M,M
"Tucker, George","Madison, James",16,M,M
"Dodge, Joshua","Jefferson, Thomas",16,M,M
"Sparks, Jared","Madison, James",16,M,M
"Belcher, Jonathan","Franklin, Benjamin",15,M,M
"Lewis, Fielding","Washington, George",15,M,M
"Rutherford, Robert","Washington, George",15,M,M
"Smith, Charles","Washington, George",15,M,M
"Thomson, Charles","Franklin, Benjamin",15,M,M
"Mercer, John","Washington, George",15,M,M
"Adams, John","Quincy, Josiah III",15,M,M
"Washington, George","Gildart, James",15,M,M
"Barclay, David Junior","Franklin, Benjamin",15,M,M
"Franklin, Benjamin","Jones, Noble Wimberly",15,M,M
"Adams, John","Smith, Abigail Amelia Adams",15,M,F
"Washington, George","Grayson, William",15,M,M
"Adams, John","Smith, Isaac Sr.",15,M,M
"Washington, George","Washington, Martha Dandridge Custis",15,M,F
"Adams, John","Washington, George",15,M,M
"Trumbull, Joseph","Washington, George",15,M,M
"Washington, George","Spencer, Joseph",15,M,M
"Adams, John","Cooper, Samuel",15,M,M
"Washington, George","McIntosh, Lachlan",15,M,M
"Washington, George","Bowdoin, James",15,M,M
"Washington, George","New York Convention,",15,M,M
"Washington, George","Cadwalader, John",15,M,M
"Cadwalader, John","Washington, George",15,M,M
"Bingham, William","Lee, Arthur",15,M,M
"Washington, George","Thomson, Charles",15,M,M
"Lutterloh, Henry Emanuel","Washington, George",15,M,M
"Washington, George","Smith, Samuel",15,M,M
"Washington, George","Blaine, Ephraim",15,M,M
"Franklin, Benjamin","Laurens, Henry",15,M,M
"Adams, John","Bondfield, John",15,M,M
"d’Azyr, Félix Vicq","Franklin, Benjamin",15,M,M
"Franklin, Benjamin","Coffyn, Francis",15,M,M
"Franklin, Benjamin","Bondfield, John",15,M,M
"Franklin, Benjamin","Neufville, Jean de & fils",15,M,M
"Adams, John","Lee, William",15,M,M
"Carleton, Joseph","Washington, George",15,M,M
"Hartley, David","Adams, John",15,M,M
"Adams, John","Cerisier, Antoine Marie",15,M,M
"Humphreys, David","Heath, William",15,M,M
"Jefferson, Thomas","Claiborne, Richard",15,M,M
"Houdetot, Elisabeth-Françoise-Sophie de La Live de Bellegarde comtesse d’","Franklin, Benjamin",15,F,M
"Jefferson, Thomas","Barbour, James",15,M,M
"Barras, Paul-François-Jean-Nicolas comte de","Washington, George",15,M,M
"Beckley, John","Jefferson, Thomas",15,M,M
"Bancroft, Edward","Jefferson, Thomas",15,M,M
"Adams, John","Hamilton, Alexander",15,M,M
"Littlepage, Lewis","Jefferson, Thomas",15,M,M
"Washington, George","Young, Arthur",15,M,M
"Jefferson, Thomas","Jones, William",15,M,M
"Short, William","Madison, James",15,M,M
"Madison, James","Carrington, Edward",15,M,M
"Jefferson, Thomas","Willink & Van Staphorst,",15,M,M
"Knox, Henry","Jefferson, Thomas",15,M,M
"Page, John","Madison, James",15,M,M
"Washington, George","Marshall, John",15,M,M
"Cranch, William","Adams, John Quincy",15,M,M
"Lambert, William","Madison, James",15,M,M
"Madison, James","Rush, Benjamin",15,M,M
"Jefferson, Thomas","Van der Kemp, François Adriaan",15,M,M
"Madison, James","Taylor, Hubbard",15,M,M
"Hamilton, Alexander","Kean, John",15,M,M
"Hamilton, Alexander","Rawle, William",15,M,M
"DuVal, William","Jefferson, Thomas",15,M,M
"Adams, Charles","Adams, Abigail Smith",15,M,F
"Hamilton, Alexander","Monroe, James",15,M,M
"Jefferson, Thomas","Logan, George",15,M,M
"Edwards, Enoch","Jefferson, Thomas",15,M,M
"Harrison, Richard","Madison, James",15,M,M
"Brown, Samuel","Jefferson, Thomas",15,M,M
"Le Guen, Louis","Hamilton, Alexander",15,M,M
"Law, Thomas","Madison, James",15,M,M
"Morris, Staats","Hamilton, Alexander",15,M,M
"Moore, Thomas Lloyd","Hamilton, Alexander",15,M,M
"Hamilton, Alexander","Commandants of Regiments,",15,M,NA
"Hamilton, Alexander","Graves, Rufus",15,M,M
"DuVal, Gabriel","Madison, James",15,M,M
"Nicholas, John","Madison, James",15,M,M
"Jefferson, Thomas","Rodney, Caesar A.",15,M,M
"Nicholson, Joseph H.","Jefferson, Thomas",15,M,M
"District of Columbia Commissioners,","Jefferson, Thomas",15,NA,M
"Dawson, John","Jefferson, Thomas",15,M,M
"Jefferson, Thomas","Yznardi, Joseph Sr.",15,M,M
"Jefferson, Thomas","Macon, Nathaniel",15,M,M
"Madison, James","Lincoln, Levi",15,M,M
"FitzSimons, Thomas","Madison, James",15,M,M
"Randolph, Anne Cary","Jefferson, Thomas",15,F,M
"Madison, James","FitzSimons, Thomas",15,M,M
"Bollmann, Justus Erich","Jefferson, Thomas",15,M,M
"Cutts, Richard","Madison, James",15,M,M
"Madison, James","Sanford, Nathan",15,M,M
"Otis, Samuel Allyne","Jefferson, Thomas",15,M,M
"Adams, John Quincy","Quincy, Josiah III",15,M,M
"Hill, Henry Jr.","Madison, James",15,M,M
"Turreau, Louis-Marie","Madison, James",15,M,M
"Duponceau, Peter Stephen","Madison, James",15,M,M
"Wood, John","Jefferson, Thomas",15,M,M
"Williams, Jonathan","Madison, James",15,M,M
"Adams, John Quincy","Boylston, Ward Nicholas",15,M,M
"Jefferson, Thomas","Hosack, David",15,M,M
"Madison, James","Armstrong, John Jr.",15,M,M
"Jefferson, Randolph","Jefferson, Thomas",15,M,M
"Plumer, William","Madison, James",15,M,M
"Clay, Henry","Madison, James",15,M,M
"Jefferson, Thomas","Spafford, Horatio Gates",15,M,M
"Jefferson, Thomas","Rives, William Cabell",15,M,M
"Plumer, William","Adams, John",15,M,M
"Madison, James","Ingersoll, Charles Jared",15,M,M
"Jefferson, Thomas","Bailey, Theodorus",15,M,M
"Van der Kemp, François Adriaan","Adams, Abigail Smith",15,M,F
"Madison, James","Carey, Mathew",15,M,M
"Rush, Richard","Adams, Abigail Smith",15,M,F
"Jefferson, Thomas","Ticknor, George",15,M,M
"Niles, Hezekiah","Adams, John",15,M,M
"Jefferson, Thomas","Garrett, Alexander",15,M,M
"Gray, William F.","Madison, James",15,M,M
"Jefferson, Thomas","University of Virginia Board of Visitors,",15,M,NA
"Jefferson, Thomas","Thompson, Jonathan",15,M,M
"Washington, George","Hog, Peter",14,M,M
"Chew, Joseph","Washington, George",14,M,M
"Kirkpatrick, John","Washington, George",14,M,M
"Mercer, George","Washington, George",14,M,M
"Washington, George","Stanwix, John",14,M,M
"Franklin, Benjamin","Norris, Isaac",14,M,M
"Washington, Richard","Washington, George",14,M,M
"Whitehurst, John","Franklin, Benjamin",14,M,M
"Franklin, Benjamin","Ross, John",14,M,M
"Falconer, Nathaniel","Franklin, Benjamin",14,M,M
"Jones, Noble Wimberly","Franklin, Benjamin",14,M,M
"Ogilvie, James","Jefferson, Thomas",14,M,M
"Harrison, Robert Hanson","Washington, George",14,M,M
"Franklin, Benjamin","Williams, Jonathan Sr.",14,M,M
"Adam, Robert","Washington, George",14,M,M
"Hare-Naylor, Georgiana Shipley","Franklin, Benjamin",14,F,M
"Willis, Francis Jr.","Washington, George",14,M,M
"Adams, John","Inhabitants of Massachusetts Bay Colony,",14,M,NA
"Novanglus,","Inhabitants of Massachusetts Bay Colony,",14,M,NA
"Adams, John","Massachusettensis,",14,M,M
"Novanglus,","Massachusettensis,",14,M,M
"Tucker, St. George","Jefferson, Thomas",14,M,M
"Jefferson, Thomas","Gilmer, George",14,M,M
"Walker, John","Jefferson, Thomas",14,M,M
"Langdon, John","Washington, George",14,M,M
"Adams, John","Lee, Charles",14,M,M
"Palfrey, William","Washington, George",14,M,M
"Morgan, John","Washington, George",14,M,M
"Jefferson, Thomas","Nelson, Thomas",14,M,M
"Shaw, Nathaniel Jr.","Washington, George",14,M,M
"Chaumont, Jacques-Donatien Le Ray de","Franklin, Benjamin",14,M,M
"Washington, George","Shippen, William Jr.",14,M,M
"Duportail, Louis Lebègue de Presle","Franklin, Benjamin",14,M,M
"Hughes, Hugh","Washington, George",14,M,M
"American Commissioners,","Jay, John",14,M,M
"Jackson, Henry","Washington, George",14,M,M
"Washington, George","Rutledge, John",14,M,M
"Hazard, Ebenezer","Washington, George",14,M,M
"Rutledge, John","Washington, George",14,M,M
"Washington, George","Olney, Jeremiah",14,M,M
"Rodney, Caesar A.","Washington, George",14,M,M
"Washington, George","Hazelwood, John",14,M,M
"Washington, George","Clark, John Jr.",14,M,M
"Washington, George","Nicola, Lewis",14,M,M
"Poor, Enoch","Washington, George",14,M,M
"President of Congress,","Adams, John",14,NA,M
"Clinton, George","Hamilton, Alexander",14,M,M
"Shaw, Elizabeth Smith","Cranch, Mary Smith",14,F,F
"Chalut, abbé","Franklin, Benjamin",14,M,M
"Gérard de Rayneval, Joseph-Mathias","Franklin, Benjamin",14,M,M
"Washington, William","Washington, George",14,M,M
"Steuben, Baron von","Hamilton, Alexander",14,M,M
"Rutledge, Edward","Jefferson, Thomas",14,M,M
"Phillips, William","Jefferson, Thomas",14,M,M
"Washington, George","Williams, Otho Holland",14,M,M
"Clark, George Rogers","Jefferson, Thomas",14,M,M
"Harrison, Benjamin Sr.","Washington, George",14,M,M
"Innes, James","Jefferson, Thomas",14,M,M
"Adams, John","Luzac, Jean",14,M,M
"Jefferson, Thomas","Smith, John",14,M,M
"Dana, Francis M.","Franklin, Benjamin",14,M,M
"Cerisier, Antoine Marie","Adams, John",14,M,M
"Muhlenberg, John Peter Gabriel","Jefferson, Thomas",14,M,M
"Jefferson, Thomas","Brown, John",14,M,M
"Syme, John","Jefferson, Thomas",14,M,M
"Washington, George","Barras, Paul-François-Jean-Nicolas comte de",14,M,M
"Jefferson, Thomas","Skipwith, Henry",14,M,M
"Crèvecoeur, Michel Guillaume St. John de","Jefferson, Thomas",14,M,M
"Read, Jacob","Washington, George",14,M,M
"Adams, John","Willink, Van Staphorst and De la Lande & Fynje",14,M,M
"Washington, George","Herbert, William",14,M,M
"Madison, James","Lafayette, Marie-Joseph-Paul-Yves-Roch-Gilbert du Motier marquis de",14,M,M
"Williamson, Hugh","Jefferson, Thomas",14,M,M
"Ramsay, David","Jefferson, Thomas",14,M,M
"Banister, John Jr.","Jefferson, Thomas",14,M,M
"Jefferson, Thomas","Banister, John Jr.",14,M,M
"Jefferson, Thomas","Langdon, John",14,M,M
"Hamilton, Alexander","Low, Nicholas",14,M,M
"Swan, James","Jefferson, Thomas",14,M,M
"Baldwin, Abraham","Jefferson, Thomas",14,M,M
"Hamilton, Alexander","Dayton, Jonathan",14,M,M
"Willing, Thomas","Hamilton, Alexander",14,M,M
"Leslie, Robert","Jefferson, Thomas",14,M,M
"Gibbs, Caleb","Hamilton, Alexander",14,M,M
"Jefferson, Thomas","Congress,",14,M,M
"Ternant, Jean Baptiste","Hamilton, Alexander",14,M,M
"Hamilton, Alexander","Collectors of the Customs,",14,M,NA
"Jefferson, Thomas","Mease, James",14,M,M
"Hamilton, Alexander","Pinckney, Thomas",14,M,M
"Butler, Pierce","Madison, James",14,M,M
"Breckinridge, John","Jefferson, Thomas",14,M,M
"Peabody, Elizabeth Smith Shaw","Shaw, William Smith",14,F,M
"Hamilton, Alexander","North, William",14,M,M
"Strode, John","Jefferson, Thomas",14,M,M
"Kirby, Ephraim","Jefferson, Thomas",14,M,M
"Madison, James","Gerry, Elbridge",14,M,M
"Brent, Daniel Carroll","Jefferson, Thomas",14,M,M
"Wheaton, Joseph","Jefferson, Thomas",14,M,M
"Jefferson, Thomas","Randolph, Anne Cary",14,M,F
"Minor, John","Jefferson, Thomas",14,M,M
"Jackson, Andrew","Jefferson, Thomas",14,M,M
"Du Pont de Nemours, Eleuthère Irénée","Jefferson, Thomas",14,M,M
"Destutt de Tracy, Antoine Louis Claude","Jefferson, Thomas",14,M,M
"Griswold, Stanley","Madison, James",14,M,M
"Digges, Thomas Attwood","Jefferson, Thomas",14,M,M
"Fraser, Donald","Jefferson, Thomas",14,M,M
"Brent, Robert","Madison, James",14,M,M
"Hackley, Richard Shippey","Madison, James",14,M,M
"Fulton, Robert","Jefferson, Thomas",14,M,M
"Chisholm, Hugh","Jefferson, Thomas",14,M,M
"Nelson, Hugh","Jefferson, Thomas",14,M,M
"Gray, William F.","Jefferson, Thomas",14,M,M
"Ligon, James","Jefferson, Thomas",14,M,M
"Madison, James","Crowninshield, Benjamin W.",14,M,M
"Jefferson, Thomas","Crawford, William Harris",14,M,M
"Adams, Louisa Catherine Johnson","Adams, Mary Catherine Hellen",14,F,F
"Jefferson, Thomas","Gelone, J. Louis Fernagus De",14,M,M
"Adams, John","Treadway, Susanna Boylston Adams Clark",14,M,F
"Madison, James","Sparks, Jared",14,M,M
"Jackson, Richard","Franklin, Benjamin",13,M,M
"Washington, George","Fairfax, William",13,M,M
"Washington, Samuel","Washington, George",13,M,M
"Washington, George","Mason, George",13,M,M
"Washington, George","Crawford, William",13,M,M
"Jefferson, Thomas","Fleming, William",13,M,M
"Franklin, Benjamin","LeRoy, Jean Baptiste",13,M,M
"Franklin, Benjamin","Rush, Benjamin",13,M,M
"Foxcroft, John","Franklin, Benjamin",13,M,M
"Shipley, Jonathan","Franklin, Benjamin",13,M,M
"Connell, John","Washington, George",13,M,M
"Franklin, Benjamin","Ingenhousz, Jan",13,M,M
"Milnor, William","Washington, George",13,M,M
"Washington, George","Dickinson, John",13,M,M
"Jefferson, Thomas","Tucker, St. George",13,M,M
"Watson, William","Washington, George",13,M,M
"Bartlett, William","Washington, George",13,M,M
"Washington, George","Putnam, Rufus",13,M,M
"Adams, John","Sullivan, James",13,M,M
"Hay, Ann Hawkes","Washington, George",13,F,M
"Wharton, Thomas Jr.","Washington, George",13,M,M
"Hartley, Thomas","Washington, George",13,M,M
"Chase, Samuel","Washington, George",13,M,M
"Wright, Patience","Franklin, Benjamin",13,F,M
"Bingham, William","Adams, John",13,M,M
"Franklin, Benjamin","La Rochefoucauld, Louis-Alexandre duc de La Roche-Guyon et de",13,M,M
"Board of General Officers,","Washington, George",13,NA,M
"Ross, James","Washington, George",13,M,M
"Franklin, Benjamin","Vaughan, Benjamin",13,M,M
"MacMahon, John","Franklin, Benjamin",13,M,M
"Fleury, Marquis de","Hamilton, Alexander",13,M,M
"Sayre, Stephen","Franklin, Benjamin",13,M,M
"Holker, Jean","Franklin, Benjamin",13,M,M
"Carmichael, William","Adams, John",13,M,M
"Jameson, John","Washington, George",13,M,M
"Coffyn, Francis","Adams, John",13,M,M
"Washington, George","Board of General Officers,",13,M,NA
"La Blancherie, Claude-Mammès Pahin de Champlain de","Franklin, Benjamin",13,M,M
"Clough, Alexander","Washington, George",13,M,M
"Ternant, Jean Baptiste","Washington, George",13,M,M
"Flint, Royal","Washington, George",13,M,M
"Smith, William","Adams, Abigail Smith",13,M,F
"Washington, George","Heer, Bartholomew von",13,M,M
"Washington, George","Van Cortlandt, Philip",13,M,M
"Weare, Meshech","Washington, George",13,M,M
"Hamilton, Alexander","Heath, William",13,M,M
"Board of War,","Board of War,",13,NA,NA
"Duane, James","Hamilton, Alexander",13,M,M
"Gerry, Elbridge","Adams, Abigail Smith",13,M,F
"Washington, George","Jones, Joseph",13,M,M
"Washington, George","Rendón, Francisco",13,M,M
"Castries, Charles-Eugène-Gabriel de La Croix marquis de","Franklin, Benjamin",13,M,M
"Jefferson, Thomas","Greene, Nathanael",13,M,M
"Washington, George","Lauzun, Armand-Louis de Gontaut Biron duc de",13,M,M
"Banister, John","Jefferson, Thomas",13,M,M
"Franklin, Benjamin","Jefferson, Thomas",13,M,M
"Church, John B.","Hamilton, Alexander",13,M,M
"Morris, Robert","Jefferson, Thomas",13,M,M
"Hilliard d’Auberteuil, Michel-René","Franklin, Benjamin",13,M,M
"Washington, George","Sands, Comfort",13,M,M
"Jefferson, Thomas","Carr, Martha Jefferson",13,M,F
"Madison, James","Mercer, John Francis",13,M,M
"Powel, Elizabeth Willing","Washington, George",13,F,M
"Eppes, Elizabeth Wayles","Jefferson, Thomas",13,F,M
"Jefferson, Thomas","Crèvecoeur, Michel Guillaume St. John de",13,M,M
"Hooe, Robert Townsend","Washington, George",13,M,M
"Bowen, Jabez","Adams, John",13,M,M
"Higginson, Stephen","Adams, John",13,M,M
"Jefferson, Thomas","Ramsay, David",13,M,M
"Ledyard, John","Jefferson, Thomas",13,M,M
"Tessé, Adrienne Catherine de Noailles Comtesse de","Jefferson, Thomas",13,F,M
"Adams, John","Osborne, Francis Godolphin",13,M,M
"Montgomery, Robert","Jefferson, Thomas",13,M,M
"Jefferson, Thomas","Rutledge, John Jr.",13,M,M
"Welsh, Thomas","Adams, John",13,M,M
"Brown, John","Madison, James",13,M,M
"Washington, George","House of Representatives,",13,M,NA
"Randolph, Edmund","Adams, John",13,M,M
"Lear, Tobias","Biddle, Clement",13,M,M
"Pinckney, Thomas","Washington, George",13,M,M
"Jefferson, Thomas","Jefferson, John Garland",13,M,M
"Jefferson, Thomas","Harrison, Richard",13,M,M
"Meredith, Samuel","Adams, John",13,M,M
"Hamilton, Alexander","Muhlenberg, Frederick A. C.",13,M,M
"Church, Edward","Jefferson, Thomas",13,M,M
"Fay, Joseph","Jefferson, Thomas",13,M,M
"Campbell, David","Jefferson, Thomas",13,M,M
"Otis, Mary Smith Gray","Adams, Abigail Smith",13,F,F
"Jefferson, Thomas","Divers, George",13,M,M
"Monroe, James","Hamilton, Alexander",13,M,M
"Jefferson, Thomas","Clinton, George",13,M,M
"Randolph, Edmund","Knox, Henry",13,M,M
"Jefferson, Thomas","Williams, Jonathan",13,M,M
"Anonymous,","Adams, John",13,M,M
"St. Clair, Arthur","Adams, John",13,M,M
"Jefferson, Thomas","Strode, John",13,M,M
"Hamilton, Alexander","Ingersoll, George",13,M,M
"Hamilton, Alexander","Morris, Staats",13,M,M
"Adlum, John","Hamilton, Alexander",13,M,M
"Jefferson, Thomas","Wilkinson, James",13,M,M
"Moody, John","Jefferson, Thomas",13,M,M
"Madison, James","Hite, Isaac",13,M,M
"Madison, James","Stevens, Ebenezer",13,M,M
"Randolph, David Meade","Madison, James",13,M,M
"Coxe, Charles D.","Madison, James",13,M,M
"Muhlenberg, J. P. G.","Jefferson, Thomas",13,M,M
"Christie, Gabriel","Madison, James",13,M,M
"Woodward, Augustus B.","Jefferson, Thomas",13,M,M
"Higginbotham, David","Jefferson, Thomas",13,M,M
"Ellery, Christopher","Madison, James",13,M,M
"Jefferson, Thomas","Lee, William",13,M,M
"Jefferson, Thomas","Bradley, Abraham Jr.",13,M,M
"Rafinesque, Constantine Samuel","Jefferson, Thomas",13,M,M
"Harris, Levett","Jefferson, Thomas",13,M,M
"Jefferson, Thomas","Taggert, John",13,M,M
"Roche, Peter","Jefferson, Thomas",13,M,M
"Mills, Robert","Jefferson, Thomas",13,M,M
"Ronaldson, James","Jefferson, Thomas",13,M,M
"Adams, Abigail Smith","Adams, Sarah Smith",13,F,F
"Jefferson, Thomas","Alexander, Eli",13,M,M
"Rose, George Henry","Madison, James",13,M,M
"Gibbon, James","Jefferson, Thomas",13,M,M
"Meriwether, William D.","Jefferson, Thomas",13,M,M
"Bentley, William","Madison, James",13,M,M
"Bentley, William","Adams, John",13,M,M
"Adams, John","Plumer, William",13,M,M
"Minor, Peter","Jefferson, Thomas",13,M,M
"Russell, Jonathan","Madison, James",13,M,M
"Adams, John","Spafford, Horatio Gates",13,M,M
"Adams, Abigail Smith","Rush, Richard",13,F,M
"Madison, James","Graham, George",13,M,M
"Madison, James","Tucker, George",13,M,M
"Scott, Alexander","Madison, James",13,M,M
"Jefferson, Thomas","Dearborn, Henry Alexander Scammell",13,M,M
"Adams, John Quincy","Jefferson, Thomas",13,M,M
"Adams, John","Tudor, William Jr.",13,M,M
"Adams, George Washington","Adams, Louisa Catherine Johnson",13,M,F
"Dunglison, Robley","Jefferson, Thomas",13,M,M
"Franklin, Benjamin","Elliott, Jared",12,M,M
"Franklin, Benjamin","Johnson, Samuel",12,M,M
"Franklin, Benjamin","Stiles, Ezra",12,M,M
"Franklin, Benjamin","Williams, Jonathan",12,M,M
"Nicholas, Robert Carter","Washington, George",12,M,M
"Stanwix, John","Washington, George",12,M,M
"Smith, William","Washington, George",12,M,M
"Washington, George","Blair, John",12,M,M
"Washington, George","Fauquier, Francis",12,M,M
"Franklin, Benjamin","Kames, Henry Home Lord",12,M,M
"Bassett, Burwell","Washington, George",12,M,M
"Franklin, Benjamin","Todd, Anthony",12,M,M
"Pennsylvania Assembly Committee of Correspondence,","Franklin, Benjamin",12,NA,M
"Palmer, Joseph","Adams, John",12,M,M
"Henly, William","Franklin, Benjamin",12,M,M
"Franklin, Benjamin","Bache, Sarah Franklin",12,M,F
"Franklin, Benjamin","Foxcroft, John",12,M,M
"Washington, George","Tayloe, John",12,M,M
"Page, John","Washington, George",12,M,M
"Gilmer, George","Jefferson, Thomas",12,M,M
"New York Committee of Safety,","Washington, George",12,NA,M
"Osgood, Samuel","Adams, John",12,M,M
"Washington, George","Trumbull, Joseph",12,M,M
"Adams, John","Lee, Richard Henry",12,M,M
"Cheever, Ezekiel","Washington, George",12,M,M
"Jefferson, Thomas","Henry, Patrick",12,M,M
"Harrison, Robert Hanson","Hancock, John",12,M,M
"Duer, William","Washington, George",12,M,M
"Gérard, Conrad-Alexandre","Franklin, Benjamin",12,M,M
"Barry, Amelia","Franklin, Benjamin",12,F,M
"Febiger, Christian","Washington, George",12,M,M
"Hamilton, Alexander","New York Committee of Correspondence,",12,M,NA
"Washington, George","White, Anthony Walton",12,M,M
"Caffiéri, Jean-Jacques","Franklin, Benjamin",12,M,M
"Hamilton, Alexander","Duer, William",12,M,M
"Lebègue de Presle, Achille-Guillaume","Franklin, Benjamin",12,M,M
"Hamilton, Alexander","Dayton, Elias",12,M,M
"Washington, George","Ogden, Matthias",12,M,M
"Johnson, Joshua","Franklin, Benjamin",12,M,M
"Read, George","Washington, George",12,M,M
"Washington, George","Scull, Peter",12,M,M
"Coffyn, Francis","American Commissioners,",12,M,M
"Coffyn, Francis","Lee, Arthur",12,M,M
"Seely, Silvanus","Washington, George",12,M,M
"Ridley, Matthew","Franklin, Benjamin",12,M,M
"Jones, John Paul","First Joint Commission at Paris,",12,M,M
"Jefferson, Thomas","Baker, Jerman",12,M,M
"Van Cortlandt, Philip","Washington, George",12,M,M
"Montgomery, Robert","Adams, John",12,M,M
"Lewis, George","Washington, George",12,M,M
"Marat, Jean-Paul","Franklin, Benjamin",12,M,M
"Franklin, Benjamin","Gourlade & Moylan,",12,M,M
"Franklin, Benjamin","Torris, John",12,M,M
"Washington, George","Lewis, Betty Washington",12,M,F
"Chavagnes, Bidé de","Adams, John",12,M,M
"Jefferson, Thomas","Innes, James",12,M,M
"Adams, John","Digges, Thomas",12,M,M
"Meredith, Samuel","Washington, George",12,M,M
"Jefferson, Thomas","Buchanan, James",12,M,M
"Jones, Joseph","Jefferson, Thomas",12,M,M
"Jefferson, Thomas","Stevens, Edward",12,M,M
"Franklin, Benjamin","Castries, Charles-Eugène-Gabriel de La Croix marquis de",12,M,M
"Stevens, Nathaniel","Washington, George",12,M,M
"Sullivan, John","Jefferson, Thomas",12,M,M
"Barry, John","Franklin, Benjamin",12,M,M
"Pierres, Philippe-Denis","Franklin, Benjamin",12,M,M
"Storer, Charles","Adams, Abigail Smith",12,M,F
